age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,c_jail_in,c_jail_out,new_in,new_out,LengthOfStay
55,M,African-American,Greater than 45,High,Female,1,-2.0,8,0,2014-08-16 01:13:00,2014-08-17 09:00:40,2014-08-16,2014-08-17,1
39,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,2014-01-05 06:33:24,2014-01-06 12:02:21,2014-01-05,2014-01-06,1
22,F,African-American,Less than 25,High,Male,1,0.0,8,1,2013-11-19 12:23:13,2013-11-19 08:18:36,2013-11-19,2013-11-19,0
31,F,African-American,25 - 45,High,Male,7,-1.0,10,0,2013-03-31 12:14:44,2014-07-01 04:12:13,2013-03-31,2014-07-01,457
27,F,Other,25 - 45,Medium,Female,5,-2.0,6,1,2014-06-16 11:30:21,2014-06-18 04:29:17,2014-06-16,2014-06-18,2
21,O,African-American,Less than 25,Medium,Female,0,-1.0,7,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
36,F,Caucasian,25 - 45,Low,Male,1,0.0,2,0,2014-01-17 02:33:03,2014-01-17 09:43:27,2014-01-17,2014-01-17,0
30,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,2013-11-22 03:20:19,2013-11-24 02:55:48,2013-11-22,2013-11-24,2
56,F,Caucasian,Greater than 45,Low,Male,17,41.0,4,1,2013-11-04 03:43:08,2013-11-27 09:09:54,2013-11-04,2013-11-27,23
29,F,African-American,25 - 45,Low,Male,1,-48.0,1,0,2014-08-08 03:27:57,2014-09-01 06:12:37,2014-08-08,2014-09-01,24
36,M,African-American,25 - 45,Medium,Male,0,-1.0,6,0,2013-09-14 07:15:24,2013-09-16 03:47:12,2013-09-14,2013-09-16,2
38,M,African-American,25 - 45,Medium,Male,5,-1.0,7,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
23,O,Caucasian,Less than 25,Medium,Male,0,-1.0,7,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
36,M,Caucasian,25 - 45,Low,Male,5,-18.0,4,0,2014-09-06 02:50:29,2014-09-24 05:57:41,2014-09-06,2014-09-24,18
32,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,2013-01-27 06:27:20,2013-01-29 10:59:12,2013-01-27,2013-01-29,2
28,O,Caucasian,25 - 45,Medium,Male,0,-1.0,5,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
34,F,African-American,25 - 45,High,Female,5,-1.0,9,1,2014-10-05 11:42:44,2014-10-31 09:09:52,2014-10-05,2014-10-31,26
24,F,African-American,Less than 25,High,Male,2,-1.0,9,0,2013-03-29 08:12:31,2014-02-04 06:27:47,2013-03-29,2014-02-04,312
52,O,Caucasian,Greater than 45,Low,Male,0,-1.0,1,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
23,M,Other,Less than 25,Low,Male,0,-1.0,3,1,2013-01-21 11:08:31,2013-01-22 02:00:40,2013-01-21,2013-01-22,1
33,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,2014-11-15 10:43:57,2014-11-16 08:10:42,2014-11-15,2014-11-16,1
33,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,2014-11-08 01:53:18,2014-11-09 01:43:25,2014-11-08,2014-11-09,1
52,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2013-08-03 08:41:11,2013-08-04 08:02:48,2013-08-03,2013-08-04,1
20,F,Caucasian,Less than 25,High,Male,1,-1.0,10,1,2013-12-09 01:36:50,2013-12-22 01:52:00,2013-12-09,2013-12-22,13
32,O,Hispanic,25 - 45,Low,Female,0,-1.0,1,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
38,M,African-American,25 - 45,Low,Male,5,-1.0,4,0,2013-11-30 11:15:26,2013-12-06 02:02:27,2013-11-30,2013-12-06,6
46,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2013-02-13 01:58:51,2013-02-13 07:54:38,2013-02-13,2013-02-13,0
27,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,2014-11-01 09:14:39,2014-11-10 09:14:59,2014-11-01,2014-11-10,9
20,F,African-American,Less than 25,High,Female,0,-1.0,8,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
21,F,Caucasian,Less than 25,High,Male,6,-1.0,9,0,2013-11-27 03:23:42,2014-06-03 06:18:31,2013-11-27,2014-06-03,188
25,F,African-American,25 - 45,High,Male,6,0.0,8,0,2014-04-27 05:23:07,2014-04-27 07:50:04,2014-04-27,2014-04-27,0
20,F,African-American,Less than 25,Low,Male,2,-17.0,3,1,2014-10-19 08:57:11,2014-11-04 09:23:44,2014-10-19,2014-11-04,16
36,F,African-American,25 - 45,Medium,Male,10,-1.0,6,0,2014-08-28 09:03:12,2014-08-29 01:37:56,2014-08-28,2014-08-29,1
51,M,African-American,Greater than 45,Low,Female,1,-1.0,1,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
23,F,African-American,Less than 25,Medium,Male,2,-1.0,6,0,2013-01-15 05:38:07,2013-08-15 05:50:54,2013-01-15,2013-08-15,212
29,F,Caucasian,25 - 45,Low,Female,1,-6.0,2,1,2014-04-09 01:12:29,2014-04-10 01:16:55,2014-04-09,2014-04-10,1
47,F,African-American,Greater than 45,Low,Female,3,-35.0,2,0,2014-09-30 11:14:44,2014-10-02 11:34:36,2014-09-30,2014-10-02,2
35,F,African-American,25 - 45,Low,Female,7,-1.0,2,1,2013-09-04 03:10:30,2013-09-06 04:06:17,2013-09-04,2013-09-06,2
37,M,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,2014-08-09 03:33:07,2014-08-10 09:01:00,2014-08-09,2014-08-10,1
63,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2013-05-25 11:32:19,2013-05-26 08:33:03,2013-05-25,2013-05-26,1
27,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
27,F,African-American,25 - 45,Low,Male,1,-1.0,4,1,2014-08-25 10:18:43,2014-08-26 08:44:24,2014-08-25,2014-08-26,1
27,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,2014-01-28 01:58:14,2014-01-31 08:36:08,2014-01-28,2014-01-31,3
24,M,African-American,Less than 25,Medium,Male,2,0.0,6,1,2013-01-14 04:26:32,2013-01-14 08:35:41,2013-01-14,2013-01-14,0
41,M,African-American,25 - 45,High,Male,17,-1.0,8,0,2013-08-25 09:50:44,2013-11-07 07:15:52,2013-08-25,2013-11-07,74
50,O,African-American,Greater than 45,High,Male,0,-1.0,9,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
30,F,Hispanic,25 - 45,Low,Male,1,0.0,2,1,2013-12-10 01:59:40,2013-12-10 01:29:40,2013-12-10,2013-12-10,0
32,M,African-American,25 - 45,High,Male,13,680.0,8,1,2014-12-18 03:38:06,2014-12-18 12:53:57,2014-12-18,2014-12-18,0
43,M,Caucasian,25 - 45,High,Male,2,0.0,8,0,2013-03-02 03:12:10,2013-08-20 06:16:46,2013-03-02,2013-08-20,171
26,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,2014-12-17 09:13:03,2014-12-18 08:49:40,2014-12-17,2014-12-18,1
25,F,Caucasian,25 - 45,High,Male,4,0.0,10,1,2013-05-20 03:24:29,2013-06-22 05:44:52,2013-05-20,2013-06-22,33
48,F,Hispanic,Greater than 45,Low,Male,2,-1.0,1,0,2014-12-28 09:17:33,2015-01-02 03:16:11,2014-12-28,2015-01-02,5
24,M,African-American,Less than 25,High,Male,10,-251.0,9,0,2013-03-20 10:47:45,2013-03-21 07:11:57,2013-03-20,2013-03-21,1
27,M,African-American,25 - 45,Low,Male,0,0.0,1,0,2013-09-07 01:01:09,2013-09-08 04:02:48,2013-09-07,2013-09-08,1
22,M,African-American,Less than 25,Medium,Male,1,-3.0,6,0,2014-04-04 11:19:34,2014-04-05 01:46:12,2014-04-04,2014-04-05,1
48,M,African-American,Greater than 45,Medium,Female,0,-1.0,5,0,2014-01-12 10:49:59,2014-01-22 08:49:33,2014-01-12,2014-01-22,10
26,M,African-American,25 - 45,Low,Female,1,-23.0,4,0,2014-01-04 11:01:26,2014-01-05 04:59:52,2014-01-04,2014-01-05,1
58,F,Other,Greater than 45,Low,Male,0,0.0,1,0,2014-01-31 01:07:44,2014-01-31 08:14:11,2014-01-31,2014-01-31,0
23,F,Caucasian,Less than 25,Medium,Male,1,-20.0,5,1,2013-04-11 02:10:37,2013-04-30 07:29:15,2013-04-11,2013-04-30,19
22,M,Caucasian,Less than 25,Low,Male,3,0.0,4,1,2014-05-05 01:12:47,2014-05-05 07:50:14,2014-05-05,2014-05-05,0
51,F,African-American,Greater than 45,Low,Female,4,-60.0,1,0,2013-08-08 08:23:20,2013-10-07 11:12:43,2013-08-08,2013-10-07,60
41,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,2013-03-19 11:12:30,2013-03-23 01:04:00,2013-03-19,2013-03-23,4
21,F,African-American,Less than 25,Medium,Male,0,-1.0,7,0,2013-01-14 03:40:11,2013-01-15 01:09:24,2013-01-14,2013-01-15,1
32,M,African-American,25 - 45,Medium,Male,1,-1.0,7,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
33,F,Caucasian,25 - 45,Low,Male,3,-44.0,3,0,2014-08-06 09:42:22,2014-09-19 10:16:47,2014-08-06,2014-09-19,44
26,M,Other,25 - 45,Low,Male,0,-1.0,2,0,2013-04-25 01:57:38,2013-04-26 07:29:04,2013-04-25,2013-04-26,1
39,M,African-American,25 - 45,Medium,Female,3,-1.0,6,0,2013-01-26 05:18:10,2013-01-28 06:53:55,2013-01-26,2013-01-28,2
48,M,Other,Greater than 45,Low,Female,0,-1.0,1,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
22,F,African-American,Less than 25,Low,Female,0,-1.0,3,0,2014-12-20 05:14:46,2014-12-22 03:52:40,2014-12-20,2014-12-22,2
49,F,Caucasian,Greater than 45,Medium,Male,6,-1.0,7,0,2014-08-01 08:52:20,2014-08-02 09:10:25,2014-08-01,2014-08-02,1
60,F,Caucasian,Greater than 45,Medium,Male,13,31.0,5,0,2014-08-11 03:20:10,2014-09-05 01:44:02,2014-08-11,2014-09-05,25
46,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2013-12-30 11:43:47,2013-12-31 01:41:52,2013-12-30,2013-12-31,1
56,M,Hispanic,Greater than 45,High,Male,2,-1.0,8,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
42,M,African-American,25 - 45,Low,Female,0,0.0,1,0,2014-10-25 02:38:21,2014-10-26 01:48:48,2014-10-25,2014-10-26,1
22,M,African-American,Less than 25,Medium,Male,1,112.0,7,1,2015-01-20 07:15:44,2015-01-21 08:02:43,2015-01-20,2015-01-21,1
46,F,Caucasian,Greater than 45,Low,Male,1,-72.0,1,0,2014-03-17 07:33:01,2014-05-03 02:24:01,2014-03-17,2014-05-03,47
33,F,Other,25 - 45,High,Male,7,-1.0,8,1,2013-12-16 02:37:00,2014-04-11 03:13:00,2013-12-16,2014-04-11,116
36,F,African-American,25 - 45,Low,Male,2,-1.0,4,1,2013-03-14 04:27:17,2013-04-30 07:29:24,2013-03-14,2013-04-30,47
20,F,Native American,Less than 25,High,Male,1,-5.0,9,1,2014-06-26 10:46:59,2014-07-01 11:20:41,2014-06-26,2014-07-01,5
32,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,2014-01-04 12:57:21,2014-01-05 02:30:43,2014-01-04,2014-01-05,1
28,F,African-American,25 - 45,High,Male,0,-1.0,8,0,2013-04-02 09:43:43,2013-04-19 01:33:32,2013-04-02,2013-04-19,17
38,M,African-American,25 - 45,Low,Male,17,-1.0,4,1,2014-03-22 05:44:03,2014-03-23 09:10:59,2014-03-22,2014-03-23,1
48,F,Caucasian,Greater than 45,Low,Female,4,0.0,4,0,2014-10-31 03:01:42,2014-10-31 09:21:06,2014-10-31,2014-10-31,0
25,O,African-American,25 - 45,Low,Male,0,-1.0,2,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
64,M,Hispanic,Greater than 45,Low,Male,1,-2.0,1,0,2013-06-01 10:15:46,2013-06-02 08:24:11,2013-06-01,2013-06-02,1
22,F,African-American,Less than 25,Low,Male,1,-29.0,3,0,2013-07-17 07:41:51,2013-08-15 10:46:19,2013-07-17,2013-08-15,29
22,F,African-American,Less than 25,Medium,Male,1,-1.0,5,1,2014-09-14 08:51:02,2014-09-19 08:55:55,2014-09-14,2014-09-19,5
69,M,Caucasian,Greater than 45,Low,Male,0,-7.0,1,1,2014-09-15 10:08:39,2014-09-18 04:15:00,2014-09-15,2014-09-18,3
26,F,African-American,25 - 45,Low,Male,2,-23.0,4,0,2014-02-08 07:11:12,2014-02-09 01:26:52,2014-02-08,2014-02-09,1
27,M,African-American,25 - 45,Medium,Female,1,-1.0,6,1,2014-02-04 08:32:01,2014-02-20 09:14:15,2014-02-04,2014-02-20,16
30,M,Caucasian,25 - 45,Medium,Female,1,40.0,6,0,2013-03-11 12:07:04,2013-03-19 11:20:35,2013-03-11,2013-03-19,8
22,F,African-American,Less than 25,High,Male,2,-1.0,8,1,2013-04-29 04:28:02,2013-04-30 07:17:44,2013-04-29,2013-04-30,1
28,F,Caucasian,25 - 45,Medium,Male,5,-32.0,5,0,2014-02-27 05:17:22,2014-03-07 09:04:23,2014-02-27,2014-03-07,8
43,F,Caucasian,25 - 45,Low,Female,0,0.0,1,0,2013-12-22 02:32:05,2013-12-23 01:40:39,2013-12-22,2013-12-23,1
28,F,African-American,25 - 45,Medium,Male,5,-1.0,7,0,2014-12-30 07:07:30,2015-03-26 05:25:45,2014-12-30,2015-03-26,86
29,O,African-American,25 - 45,High,Female,0,-1.0,9,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
49,O,African-American,Greater than 45,Low,Male,0,-1.0,4,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
24,F,Hispanic,Less than 25,Low,Male,0,565.0,1,1,2014-08-12 06:06:54,2014-09-11 02:05:39,2014-08-12,2014-09-11,30
22,M,Caucasian,Less than 25,Low,Male,2,-36.0,4,1,2013-07-18 01:49:55,2013-07-18 09:07:41,2013-07-18,2013-07-18,0
46,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,2013-01-12 01:30:47,2013-07-25 06:26:54,2013-01-12,2013-07-25,194
55,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,2013-05-09 10:15:50,2013-05-10 08:38:51,2013-05-09,2013-05-10,1
34,M,Hispanic,25 - 45,Low,Male,0,0.0,1,0,2013-08-07 12:09:52,2013-10-23 11:18:41,2013-08-07,2013-10-23,77
27,M,African-American,25 - 45,Low,Female,0,-1.0,3,0,2014-06-17 04:46:56,2014-06-18 02:14:12,2014-06-17,2014-06-18,1
40,M,African-American,25 - 45,High,Male,3,65.0,9,0,2014-08-02 03:10:51,2014-08-02 01:09:17,2014-08-02,2014-08-02,0
39,M,African-American,25 - 45,Low,Female,0,0.0,2,0,2014-08-05 02:06:48,2014-08-05 07:29:45,2014-08-05,2014-08-05,0
20,F,African-American,Less than 25,Low,Male,1,-1.0,2,0,2013-10-14 05:43:48,2013-10-16 09:20:13,2013-10-14,2013-10-16,2
22,M,African-American,Less than 25,Medium,Male,1,-1.0,7,1,2013-03-27 01:26:31,2013-03-28 08:09:51,2013-03-27,2013-03-28,1
37,M,Other,25 - 45,Low,Male,0,0.0,1,0,2014-12-16 01:47:26,2014-12-16 08:02:33,2014-12-16,2014-12-16,0
29,F,African-American,25 - 45,High,Male,15,227.0,9,1,2015-02-18 11:39:46,2015-08-24 01:02:23,2015-02-18,2015-08-24,187
33,F,Caucasian,25 - 45,High,Male,9,-1.0,9,1,2014-01-03 05:03:25,2014-02-21 05:47:14,2014-01-03,2014-02-21,49
27,F,African-American,25 - 45,Low,Male,3,-1.0,2,0,2014-12-23 06:53:39,2014-12-24 08:52:17,2014-12-23,2014-12-24,1
39,M,Caucasian,25 - 45,Low,Male,1,0.0,1,0,2014-07-15 03:44:49,2014-07-15 08:23:20,2014-07-15,2014-07-15,0
55,F,Caucasian,Greater than 45,High,Male,7,0.0,8,0,2013-02-23 03:21:11,2013-02-23 09:04:37,2013-02-23,2013-02-23,0
22,F,African-American,Less than 25,Medium,Male,1,-1.0,6,0,2013-03-05 09:14:57,2013-03-07 05:10:56,2013-03-05,2013-03-07,2
55,F,African-American,Greater than 45,Low,Male,1,-1.0,1,0,2013-09-09 04:06:52,2013-09-18 10:30:00,2013-09-09,2013-09-18,9
43,F,Caucasian,25 - 45,Low,Female,0,-2.0,1,1,2013-07-16 05:14:30,2013-07-17 11:55:22,2013-07-16,2013-07-17,1
21,F,African-American,Less than 25,High,Male,0,-1.0,10,1,2013-03-14 07:22:45,2013-03-21 07:20:07,2013-03-14,2013-03-21,7
45,F,Caucasian,Greater than 45,Low,Male,1,-1.0,4,0,2013-03-20 10:13:49,2014-05-06 06:17:38,2013-03-20,2014-05-06,412
19,F,Caucasian,Less than 25,High,Male,0,-1.0,8,0,2014-12-18 04:15:28,2014-12-19 08:35:02,2014-12-18,2014-12-19,1
25,F,African-American,25 - 45,High,Male,2,-1.0,8,0,2014-07-19 08:44:31,2014-07-21 03:23:30,2014-07-19,2014-07-21,2
38,F,African-American,25 - 45,Low,Male,6,-52.0,4,0,2013-04-20 10:31:47,2013-06-11 11:15:31,2013-04-20,2013-06-11,52
23,F,African-American,Less than 25,Low,Male,0,-1.0,2,0,2013-09-23 09:18:09,2013-09-24 08:49:29,2013-09-23,2013-09-24,1
28,M,Caucasian,25 - 45,Medium,Female,1,-2.0,5,0,2013-08-05 10:26:37,2013-08-06 01:36:07,2013-08-05,2013-08-06,1
45,O,Hispanic,Greater than 45,Low,Male,0,-1.0,2,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
55,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2014-07-01 03:40:25,2014-07-02 03:15:43,2014-07-01,2014-07-02,1
45,F,Other,Greater than 45,Low,Male,0,0.0,1,0,2013-05-09 01:46:12,2013-05-10 12:10:14,2013-05-09,2013-05-10,1
24,O,Caucasian,Less than 25,Medium,Male,0,-1.0,7,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
39,F,African-American,25 - 45,Low,Male,1,-1.0,1,1,2013-04-14 12:35:29,2013-04-28 04:07:31,2013-04-14,2013-04-28,14
70,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2014-12-08 05:41:54,2014-12-10 10:09:06,2014-12-08,2014-12-10,2
79,M,Caucasian,Greater than 45,Low,Male,1,-22.0,1,0,2013-07-07 09:04:26,2013-07-08 12:17:21,2013-07-07,2013-07-08,1
48,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,2013-12-06 07:54:08,2013-12-07 01:25:17,2013-12-06,2013-12-07,1
46,F,Other,Greater than 45,Low,Male,3,21.0,1,0,2014-10-23 12:16:01,2014-10-23 10:12:30,2014-10-23,2014-10-23,0
23,F,Caucasian,Less than 25,High,Male,10,-67.0,10,0,2013-08-18 07:17:01,2013-10-24 10:23:49,2013-08-18,2013-10-24,67
59,F,Caucasian,Greater than 45,Low,Male,4,-49.0,4,0,2014-03-10 01:21:27,2014-04-28 12:27:00,2014-03-10,2014-04-28,49
20,F,Hispanic,Less than 25,High,Male,2,-1.0,8,1,2013-09-23 04:49:47,2013-10-24 12:26:37,2013-09-23,2013-10-24,31
31,M,African-American,25 - 45,High,Male,5,-1.0,8,0,2013-01-11 01:37:56,2013-01-12 01:34:34,2013-01-11,2013-01-12,1
57,F,Hispanic,Greater than 45,Low,Male,2,-6.0,1,0,2014-05-31 08:50:09,2014-06-02 08:40:18,2014-05-31,2014-06-02,2
30,M,Caucasian,25 - 45,Medium,Male,4,-3.0,5,1,2014-06-28 05:18:03,2014-06-29 01:11:47,2014-06-28,2014-06-29,1
33,O,Caucasian,25 - 45,High,Female,0,-1.0,9,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
32,F,African-American,25 - 45,Low,Male,5,-1.0,4,1,2013-11-19 08:47:31,2013-11-20 08:30:17,2013-11-19,2013-11-20,1
56,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,2014-03-22 11:04:24,2014-03-26 09:44:27,2014-03-22,2014-03-26,4
22,F,African-American,Less than 25,High,Male,2,-1.0,9,0,2013-03-06 07:01:28,2014-02-11 06:35:23,2013-03-06,2014-02-11,342
21,F,African-American,Less than 25,High,Male,6,-1.0,8,0,2014-08-21 12:22:59,2014-09-05 03:58:03,2014-08-21,2014-09-05,15
35,F,Caucasian,25 - 45,Medium,Male,1,-1.0,6,0,2014-10-24 08:53:36,2014-10-31 05:31:04,2014-10-24,2014-10-31,7
28,O,African-American,25 - 45,High,Female,0,-1.0,8,1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
43,M,African-American,25 - 45,Low,Male,2,-1.0,1,0,2013-08-18 05:31:33,2013-08-20 07:43:59,2013-08-18,2013-08-20,2
52,F,Caucasian,Greater than 45,Low,Male,3,-22.0,2,0,2014-07-23 11:21:39,2014-07-24 02:16:10,2014-07-23,2014-07-24,1
20,F,Hispanic,Less than 25,Low,Male,0,-1.0,3,0,2014-03-12 12:52:07,2014-03-13 04:07:39,2014-03-12,2014-03-13,1
27,F,African-American,25 - 45,Medium,Male,21,0.0,7,1,2014-12-12 05:19:05,2015-01-16 05:53:47,2014-12-12,2015-01-16,35
41,M,African-American,25 - 45,Medium,Male,0,-4.0,6,0,2013-08-04 03:15:07,2013-08-07 08:38:50,2013-08-04,2013-08-07,3
24,F,Other,Less than 25,Low,Male,1,-1.0,3,0,2013-12-06 03:59:45,2013-12-07 08:00:48,2013-12-06,2013-12-07,1
43,M,African-American,25 - 45,Low,Male,3,-4.0,1,1,2014-10-03 02:03:27,2014-10-04 07:52:43,2014-10-03,2014-10-04,1
46,M,African-American,Greater than 45,Medium,Male,9,-1.0,7,0,2014-04-25 09:50:53,2014-05-17 03:25:07,2014-04-25,2014-05-17,22
48,O,Caucasian,Greater than 45,Low,Male,0,-1.0,1,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
26,F,African-American,25 - 45,Low,Male,2,-1.0,4,0,2014-06-27 09:32:57,2014-06-28 01:23:37,2014-06-27,2014-06-28,1
33,F,African-American,25 - 45,Low,Female,1,-1.0,1,0,2013-09-24 07:19:08,2013-09-25 07:32:07,2013-09-24,2013-09-25,1
22,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,2014-02-04 01:35:10,2014-02-13 10:41:37,2014-02-04,2014-02-13,9
34,F,African-American,25 - 45,Low,Male,3,-1.0,1,0,2014-01-21 06:38:50,2014-01-22 07:53:54,2014-01-21,2014-01-22,1
36,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,2013-01-18 03:17:45,2013-01-18 08:51:56,2013-01-18,2013-01-18,0
69,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,2013-01-18 04:01:25,2013-01-19 01:25:00,2013-01-18,2013-01-19,1
32,F,Caucasian,25 - 45,Medium,Male,5,-1.0,5,1,2013-02-21 03:26:24,2013-02-22 01:32:44,2013-02-21,2013-02-22,1
22,F,African-American,Less than 25,Medium,Male,1,0.0,7,1,2014-03-21 01:38:10,2014-03-21 02:39:59,2014-03-21,2014-03-21,0
46,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,2013-12-09 06:27:49,2014-02-26 01:03:40,2013-12-09,2014-02-26,79
34,M,Caucasian,25 - 45,Medium,Male,1,-14.0,5,0,2014-02-10 02:20:42,2014-02-11 09:23:53,2014-02-10,2014-02-11,1
32,M,Hispanic,25 - 45,Low,Female,0,0.0,1,0,2014-03-07 07:10:24,2014-03-17 07:16:22,2014-03-07,2014-03-17,10
58,M,Caucasian,Greater than 45,Low,Male,1,-30.0,2,0,2014-09-16 09:57:17,2014-10-02 09:51:32,2014-09-16,2014-10-02,16
39,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,2013-01-27 10:35:20,2013-01-28 06:46:53,2013-01-27,2013-01-28,1
35,F,African-American,25 - 45,Low,Female,3,-23.0,1,0,2014-03-16 12:29:10,2014-03-17 02:29:51,2014-03-16,2014-03-17,1
39,M,African-American,25 - 45,Low,Male,2,14.0,4,0,2013-10-10 07:53:24,2014-05-22 06:11:31,2013-10-10,2014-05-22,224
22,F,Caucasian,Less than 25,Low,Male,1,-1.0,2,0,2014-06-30 07:19:22,2014-07-01 02:09:02,2014-06-30,2014-07-01,1
23,F,African-American,Less than 25,Low,Male,2,-1.0,2,0,2014-09-27 07:17:16,2014-09-28 12:38:32,2014-09-27,2014-09-28,1
25,M,African-American,25 - 45,Medium,Male,6,-1.0,7,1,2014-09-30 08:47:42,2014-10-02 08:08:10,2014-09-30,2014-10-02,2
21,M,Hispanic,Less than 25,Low,Female,0,-1.0,4,1,2013-05-05 11:13:22,2013-05-06 12:12:31,2013-05-05,2013-05-06,1
63,F,African-American,Greater than 45,Medium,Male,9,0.0,6,1,2014-03-04 12:30:40,2014-03-06 09:46:42,2014-03-04,2014-03-06,2
38,F,African-American,25 - 45,High,Male,7,-1.0,9,0,2013-02-10 08:35:27,2013-10-24 06:32:58,2013-02-10,2013-10-24,256
24,F,Caucasian,Less than 25,Low,Male,8,-1.0,4,1,2013-02-05 10:17:15,2013-02-06 07:20:44,2013-02-05,2013-02-06,1
28,F,African-American,25 - 45,Medium,Male,1,-1.0,7,0,2014-10-10 10:44:46,2014-11-08 12:57:17,2014-10-10,2014-11-08,29
29,M,Caucasian,25 - 45,Medium,Male,2,-2.0,5,1,2013-07-24 10:54:34,2013-07-26 10:35:06,2013-07-24,2013-07-26,2
20,F,African-American,Less than 25,High,Male,3,0.0,8,1,2014-09-08 04:39:05,2014-09-08 01:20:35,2014-09-08,2014-09-08,0
40,M,Caucasian,25 - 45,Medium,Female,0,-1.0,5,0,2014-02-16 09:48:15,2014-02-19 04:10:54,2014-02-16,2014-02-19,3
47,O,Caucasian,Greater than 45,Low,Male,0,-1.0,2,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
30,F,African-American,25 - 45,High,Male,7,0.0,8,1,2013-09-28 02:18:26,2013-09-28 08:49:44,2013-09-28,2013-09-28,0
31,F,African-American,25 - 45,Low,Female,0,-1.0,1,0,2014-05-24 09:24:24,2014-05-25 08:15:00,2014-05-24,2014-05-25,1
43,F,Caucasian,25 - 45,Medium,Female,6,-1.0,5,0,2014-11-25 05:39:28,2014-11-26 08:56:45,2014-11-25,2014-11-26,1
36,M,Caucasian,25 - 45,Medium,Male,10,54.0,5,1,2013-03-24 07:18:58,2013-03-31 06:00:20,2013-03-24,2013-03-31,7
31,O,African-American,25 - 45,Low,Female,0,-1.0,4,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
27,M,Hispanic,25 - 45,Low,Male,2,-1.0,2,0,2014-06-15 08:58:59,2014-06-16 08:16:17,2014-06-15,2014-06-16,1
50,F,Caucasian,Greater than 45,Medium,Male,5,-8.0,7,1,2013-04-17 10:39:20,2013-04-22 11:45:09,2013-04-17,2013-04-22,5
