age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,c_jail_in,c_jail_out
30,F,Hispanic,25 - 45,Low,Male,0,-2.0,1,0,2014-08-11 09:06:37,2014-08-12 08:36:36
20,M,Caucasian,Less than 25,Low,Male,0,0.0,3,0,2013-12-28 04:39:38,2013-12-28 01:09:58
27,F,African-American,25 - 45,Low,Male,2,-1.0,3,0,2014-02-21 11:56:38,2014-02-22 08:20:38
24,F,Other,Less than 25,Low,Female,0,-1.0,4,0,2014-03-12 04:58:21,2014-03-13 09:56:12
25,F,African-American,25 - 45,Low,Male,3,-1.0,3,1,2013-12-08 10:31:26,2013-12-14 05:52:52
53,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2014-11-12 03:09:56,2014-11-13 09:15:46
35,F,Hispanic,25 - 45,Low,Male,1,-1.0,1,0,2014-12-29 09:53:29,2014-12-30 07:40:47
20,O,African-American,Less than 25,High,Male,0,-1.0,10,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
52,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,2014-11-08 10:19:07,2014-11-09 01:56:27
34,F,Hispanic,25 - 45,Low,Male,1,-23.0,2,0,2014-04-09 04:34:34,2014-05-02 11:11:24
42,F,Caucasian,25 - 45,High,Male,5,-1.0,8,0,2014-03-07 02:39:05,2014-12-30 06:17:27
30,F,Hispanic,25 - 45,High,Male,8,-1.0,9,0,2013-05-03 06:25:44,2015-10-01 07:00:01
31,M,Caucasian,25 - 45,High,Male,8,-31.0,9,0,2013-02-04 05:49:21,2013-03-04 10:55:34
47,F,African-American,Greater than 45,Medium,Male,15,-1.0,6,0,2014-12-16 10:13:20,2014-12-17 09:00:02
39,F,African-American,25 - 45,Medium,Female,1,7.0,5,0,2013-06-21 12:08:12,2013-08-23 05:50:00
47,F,Other,Greater than 45,Low,Male,1,-1.0,1,0,2014-04-11 05:24:16,2014-04-12 12:13:21
28,F,Hispanic,25 - 45,Low,Male,1,-69.0,2,0,2013-08-13 08:50:31,2013-09-16 08:46:42
41,F,African-American,25 - 45,Low,Female,7,0.0,4,1,2013-04-23 01:10:40,2013-04-24 04:01:56
26,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,2013-03-05 06:19:03,2013-03-06 07:39:50
25,M,African-American,25 - 45,Medium,Male,2,-27.0,5,1,2014-08-15 11:06:07,2014-08-16 08:22:20
31,F,African-American,25 - 45,Medium,Female,1,0.0,6,0,2014-08-27 03:34:32,2014-08-27 08:21:15
24,O,African-American,Less than 25,High,Male,0,-1.0,9,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
35,F,African-American,25 - 45,Low,Male,5,-1.0,2,0,2013-04-17 03:45:48,2013-09-12 10:31:00
50,F,African-American,Greater than 45,Low,Female,0,0.0,1,0,2014-12-04 02:00:30,2014-12-05 03:18:42
24,F,African-American,Less than 25,Low,Male,2,-1.0,4,0,2014-10-22 09:04:43,2014-10-23 09:06:24
55,M,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,2014-03-26 11:17:06,2014-03-27 01:36:50
22,F,African-American,Less than 25,High,Male,2,0.0,9,1,2013-01-21 01:39:38,2013-01-27 05:17:34
29,M,Other,25 - 45,Low,Female,2,0.0,2,1,2013-10-15 12:54:16,2013-10-15 09:17:38
25,F,African-American,25 - 45,High,Male,7,0.0,9,1,2013-12-04 03:57:48,2013-12-04 07:52:33
50,F,Caucasian,Greater than 45,Low,Male,9,-1.0,2,0,2013-04-17 03:45:48,2013-09-12 10:31:00
50,M,Caucasian,Greater than 45,Medium,Male,18,171.0,6,1,2014-08-21 10:01:12,2014-09-23 06:13:54
27,M,Caucasian,25 - 45,Low,Female,2,-1.0,2,0,2013-04-17 03:45:48,2013-09-12 10:31:00
50,F,Hispanic,Greater than 45,Low,Male,5,-1.0,1,1,2014-07-19 05:07:48,2014-07-23 03:00:15
20,M,Caucasian,Less than 25,Medium,Female,0,-1.0,6,1,2014-08-06 11:23:16,2014-08-07 07:57:30
56,M,Caucasian,Greater than 45,Medium,Male,5,-1.0,7,1,2013-05-10 10:14:08,2013-05-11 06:45:31
19,F,African-American,Less than 25,High,Male,0,-1.0,8,0,2014-12-02 08:01:13,2014-12-03 07:51:50
25,F,African-American,25 - 45,High,Male,5,-1.0,8,1,2013-02-13 09:14:45,2013-02-14 08:42:31
48,F,African-American,Greater than 45,Low,Female,1,-1.0,1,0,2013-10-25 07:58:22,2013-10-26 01:19:41
21,F,African-American,Less than 25,High,Male,1,-1.0,9,0,2013-02-18 07:28:38,2013-02-20 03:44:17
31,M,Caucasian,25 - 45,Low,Male,2,0.0,1,1,2014-04-16 12:32:01,2014-05-20 04:47:12
35,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,2013-08-14 04:31:57,2013-08-14 08:03:04
25,M,Hispanic,25 - 45,Medium,Male,6,-1.0,7,1,2013-02-14 05:35:38,2013-03-26 05:01:11
29,O,African-American,25 - 45,High,Male,0,-1.0,10,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
34,F,African-American,25 - 45,Low,Male,2,-1.0,3,1,2014-08-01 03:44:21,2014-08-02 01:25:20
32,F,African-American,25 - 45,Medium,Male,0,-1.0,7,0,2014-01-06 11:10:48,2014-01-31 03:41:01
33,M,Hispanic,25 - 45,Low,Male,1,-90.0,2,0,2013-10-26 08:54:45,2013-12-12 04:56:35
31,F,African-American,25 - 45,Low,Female,1,0.0,3,1,2014-06-08 12:19:50,2014-07-12 04:07:59
49,F,Hispanic,Greater than 45,Low,Female,1,33.0,1,0,2014-05-20 06:25:48,2014-05-29 10:21:12
29,F,African-American,25 - 45,Medium,Male,6,67.0,6,1,2014-07-14 09:49:55,2014-08-28 11:08:32
25,F,African-American,25 - 45,High,Male,2,-96.0,8,0,2013-11-27 09:34:00,2014-01-28 11:23:47
26,M,African-American,25 - 45,High,Male,13,31.0,8,1,2013-06-14 04:52:53,2013-06-25 08:13:32
71,O,Native American,Greater than 45,Medium,Male,0,-1.0,7,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
44,M,Hispanic,25 - 45,Low,Female,0,-1.0,1,0,2014-02-07 01:15:55,2014-02-08 09:36:04
51,M,Asian,Greater than 45,Low,Male,2,-1.0,2,0,2014-04-14 03:28:03,2014-04-15 06:19:47
58,F,African-American,Greater than 45,Medium,Male,1,-1.0,5,0,2014-06-15 04:46:59,2014-07-21 04:41:38
31,M,African-American,25 - 45,Medium,Male,11,0.0,7,1,2013-12-05 02:46:54,2013-12-06 04:00:00
26,M,Caucasian,25 - 45,Low,Female,2,-1.0,3,0,2014-07-09 09:39:25,2014-07-10 08:55:32
28,M,African-American,25 - 45,Low,Male,3,-1.0,2,1,2014-04-16 02:36:17,2014-04-24 05:51:07
47,F,Hispanic,Greater than 45,Low,Female,1,-61.0,1,0,2013-04-24 08:09:28,2013-04-26 10:39:26
40,F,Other,25 - 45,Low,Male,7,-1.0,2,0,2014-04-16 05:26:50,2014-04-18 04:11:20
55,O,Caucasian,Greater than 45,Low,Male,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
19,F,Hispanic,Less than 25,Low,Male,1,-18.0,3,0,2014-05-26 07:08:15,2014-05-27 09:22:43
20,F,African-American,Less than 25,Low,Male,1,-1.0,4,0,2014-08-28 05:26:29,2014-08-29 08:22:24
25,F,Caucasian,25 - 45,Medium,Male,0,-1.0,6,0,2014-09-06 06:17:13,2014-09-07 01:45:39
27,F,African-American,25 - 45,High,Female,10,-1.0,9,1,2013-02-21 07:04:51,2013-03-08 05:36:47
24,F,African-American,Less than 25,High,Male,0,-1.0,9,1,2013-12-10 07:24:16,2013-12-17 01:43:43
49,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2013-11-03 02:19:59,2013-11-04 01:27:56
28,M,African-American,25 - 45,High,Male,1,-1.0,9,0,2014-09-20 03:26:56,2014-09-21 07:17:56
40,F,Caucasian,25 - 45,Low,Female,0,0.0,2,0,2013-11-17 04:36:43,2013-11-17 07:27:46
25,F,African-American,25 - 45,High,Male,3,-1.0,10,0,2013-03-20 08:10:51,2014-11-13 06:59:17
22,M,African-American,Less than 25,Medium,Male,4,-12.0,6,0,2014-01-10 05:28:07,2014-01-11 01:47:04
25,O,African-American,25 - 45,Low,Female,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
28,F,African-American,25 - 45,Low,Male,5,-1.0,2,1,2014-06-24 06:22:18,2014-06-27 09:51:57
51,F,Caucasian,Greater than 45,Low,Female,1,-98.0,1,0,2013-11-20 08:48:32,2013-11-22 06:17:17
24,F,African-American,Less than 25,Medium,Male,2,-1.0,6,1,2014-03-24 02:37:23,2014-03-25 01:36:04
49,M,Caucasian,Greater than 45,Low,Male,1,-26.0,1,0,2013-10-05 11:23:30,2013-10-06 08:39:07
33,M,Caucasian,25 - 45,Medium,Male,0,-1.0,7,1,2014-02-28 09:20:30,2014-03-24 08:41:32
47,O,African-American,Greater than 45,Low,Male,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
34,F,African-American,25 - 45,Low,Male,6,74.0,3,1,2014-03-23 02:30:13,2014-08-01 03:05:53
25,F,African-American,25 - 45,High,Female,3,0.0,8,0,2014-07-25 02:24:07,2014-07-26 01:33:14
30,M,African-American,25 - 45,High,Male,8,-42.0,8,1,2013-07-03 08:03:26,2013-08-05 02:44:49
44,F,Caucasian,25 - 45,Medium,Male,0,-1.0,7,1,2014-12-09 06:06:41,2014-12-30 09:07:16
52,O,African-American,Greater than 45,Medium,Male,7,-1.0,7,0,2014-03-26 12:26:03,2014-06-03 11:33:50
41,F,African-American,25 - 45,Medium,Male,12,0.0,6,1,2014-07-03 03:36:03,2014-07-03 08:55:01
41,F,African-American,25 - 45,High,Male,16,-1.0,10,0,2014-07-27 12:47:29,2015-07-30 07:12:57
46,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2014-01-13 06:55:02,2014-01-14 07:59:33
57,M,African-American,Greater than 45,Low,Male,2,-1.0,1,0,2013-12-04 01:33:31,2013-12-05 01:31:32
44,M,Caucasian,25 - 45,Low,Female,1,-31.0,3,0,2013-11-05 08:36:22,2013-12-06 04:12:38
32,F,African-American,25 - 45,High,Male,0,0.0,9,0,2014-03-24 01:13:18,2014-03-24 02:24:51
27,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,2014-11-01 05:14:53,2014-11-02 09:44:11
36,M,African-American,25 - 45,High,Male,1,-1.0,9,0,2013-03-15 02:14:16,2013-03-16 06:13:47
30,M,African-American,25 - 45,High,Male,1,-1.0,8,0,2014-01-25 08:21:42,2014-01-26 08:06:05
28,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,2013-01-31 04:31:47,2013-02-05 09:12:13
44,F,Caucasian,25 - 45,Medium,Female,3,-1.0,6,0,2014-05-14 10:10:52,2014-06-11 08:11:14
48,F,African-American,Greater than 45,Medium,Male,0,-1.0,7,0,2014-06-14 11:21:01,2014-08-29 11:36:20
31,M,Caucasian,25 - 45,Low,Male,3,-1.0,4,1,2013-01-11 11:36:08,2013-01-12 07:24:07
29,F,African-American,25 - 45,High,Male,8,-1.0,10,1,2014-03-12 04:15:38,2014-03-19 02:55:41
26,F,Caucasian,25 - 45,Medium,Female,0,-1.0,5,0,2014-07-03 04:16:22,2014-07-04 08:08:09
37,F,Other,25 - 45,Low,Male,1,0.0,2,0,2014-06-03 12:24:42,2014-06-04 04:41:16
27,M,African-American,25 - 45,Low,Female,1,0.0,3,0,2014-08-05 12:41:00,2014-08-05 07:31:37
21,M,African-American,Less than 25,Medium,Male,1,-1.0,5,0,2013-11-11 09:30:11,2013-11-27 05:46:00
23,F,African-American,Less than 25,High,Male,5,24.0,8,1,2013-09-23 03:15:15,2013-09-24 04:26:21
27,M,Other,25 - 45,Low,Male,0,-1.0,1,0,2013-10-17 09:39:04,2013-10-18 07:48:37
25,F,Caucasian,25 - 45,High,Male,4,-30.0,9,0,2013-07-08 05:10:41,2013-07-09 12:58:59
49,F,African-American,Greater than 45,High,Female,25,-1.0,10,1,2014-12-04 04:07:50,2014-12-14 03:36:59
35,F,Other,25 - 45,Medium,Male,2,-1.0,5,0,2013-10-13 04:47:31,2013-10-14 01:58:27
57,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2014-10-09 12:48:12,2014-10-10 11:27:01
45,M,Caucasian,Greater than 45,Low,Female,1,0.0,3,0,2014-06-03 01:08:34,2014-07-14 07:46:22
35,F,Hispanic,25 - 45,Low,Male,0,-1.0,2,1,2013-03-22 07:50:40,2013-06-17 10:48:31
25,M,African-American,25 - 45,High,Female,1,-1.0,8,1,2014-07-28 01:24:31,2014-07-29 02:03:29
26,F,African-American,25 - 45,Low,Female,0,-1.0,3,0,2014-09-30 09:29:42,2014-10-01 10:26:00
52,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,2014-09-12 08:11:05,2014-09-13 01:50:54
32,M,Hispanic,25 - 45,Medium,Male,2,15.0,7,1,2013-04-19 10:18:21,2013-04-20 08:00:34
21,O,Caucasian,Less than 25,Low,Male,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
35,F,African-American,25 - 45,Medium,Male,9,-1.0,6,0,2013-11-25 04:37:30,2013-11-26 08:46:49
33,M,Caucasian,25 - 45,Low,Male,4,-1.0,3,0,2013-04-17 03:45:48,2013-09-12 10:31:00
38,F,Caucasian,25 - 45,Low,Male,8,-1.0,1,0,2013-04-17 03:45:48,2013-09-12 10:31:00
32,M,African-American,25 - 45,High,Male,0,-1.0,9,0,2013-08-16 11:16:03,2013-08-17 09:02:19
23,M,African-American,Less than 25,Low,Female,0,-1.0,4,0,2013-09-24 09:39:00,2013-09-25 04:30:03
67,F,African-American,Greater than 45,Low,Male,3,-1.0,2,0,2013-04-17 03:45:48,2013-09-12 10:31:00
25,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,2014-10-13 10:48:57,2014-10-14 01:23:37
23,F,African-American,Less than 25,High,Male,4,-1.0,10,0,2013-02-10 05:11:00,2013-03-13 05:49:48
25,M,African-American,25 - 45,High,Male,2,-1.0,8,0,2014-12-01 04:34:58,2014-12-02 08:44:20
26,M,African-American,25 - 45,High,Female,0,-1.0,8,0,2013-02-06 04:54:37,2013-02-07 09:44:01
31,F,African-American,25 - 45,High,Male,9,0.0,8,1,2014-11-21 02:31:21,2014-11-21 09:15:04
22,M,African-American,Less than 25,Low,Male,0,-1.0,4,1,2013-03-11 04:11:37,2013-03-12 06:58:34
20,F,Caucasian,Less than 25,High,Female,0,-1.0,8,1,2014-11-09 03:14:42,2014-11-28 02:53:09
24,F,African-American,Less than 25,Low,Male,1,-1.0,3,0,2013-01-10 08:39:13,2013-01-11 01:20:52
26,M,African-American,25 - 45,High,Male,5,-472.0,10,0,2013-03-17 05:13:59,2013-03-22 10:31:26
53,M,Hispanic,Greater than 45,High,Male,3,-1.0,9,0,2013-04-17 03:45:48,2013-09-12 10:31:00
37,M,African-American,25 - 45,Medium,Male,0,-1.0,7,0,2013-03-07 12:47:41,2013-03-08 08:42:21
29,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,2013-03-25 11:37:18,2013-03-26 12:39:33
34,F,Other,25 - 45,Low,Male,0,-2.0,2,0,2013-07-30 11:30:14,2013-08-01 11:30:58
29,F,African-American,25 - 45,Medium,Male,9,-1.0,7,1,2013-04-19 04:21:02,2013-04-20 09:50:33
26,F,Native American,25 - 45,High,Female,1,-1.0,10,0,2013-04-17 03:45:48,2013-09-12 10:31:00
49,F,Caucasian,Greater than 45,Low,Male,3,-1.0,1,0,2014-03-29 03:30:24,2014-03-30 01:04:04
31,F,African-American,25 - 45,Low,Male,2,-1.0,2,0,2013-02-25 08:42:56,2013-02-26 06:47:03
59,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2014-03-11 11:17:30,2014-03-12 01:43:28
51,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,2014-09-02 10:46:15,2014-09-03 08:13:07
39,M,African-American,25 - 45,Low,Male,2,-1.0,1,1,2013-04-13 02:57:41,2013-04-14 07:07:41
23,F,African-American,Less than 25,Medium,Male,1,-1.0,5,0,2013-03-05 08:58:59,2013-03-06 07:35:04
27,F,African-American,25 - 45,Low,Male,3,-1.0,1,1,2014-04-25 09:15:16,2014-04-26 08:31:48
22,F,African-American,Less than 25,High,Male,1,-1.0,9,0,2013-11-18 05:01:48,2013-11-23 01:08:06
22,M,Caucasian,Less than 25,High,Female,0,-1.0,9,0,2014-10-19 10:48:13,2014-10-21 10:41:57
21,F,Caucasian,Less than 25,High,Male,0,-1.0,9,1,2014-01-04 11:33:30,2014-01-05 08:04:13
34,F,Caucasian,25 - 45,Medium,Male,10,0.0,6,0,2014-06-10 01:44:58,2014-06-24 05:26:35
36,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,2013-02-10 11:35:53,2013-02-11 07:32:57
21,F,Other,Less than 25,Low,Female,2,-22.0,4,0,2014-07-10 07:14:08,2014-07-11 02:27:14
30,F,African-American,25 - 45,Medium,Male,10,-8.0,6,1,2013-03-12 02:56:33,2013-03-19 07:21:12
31,M,Caucasian,25 - 45,Medium,Male,3,0.0,7,0,2014-01-10 04:47:43,2014-01-10 08:01:12
29,M,Hispanic,25 - 45,Low,Female,0,-3.0,3,0,2013-05-31 11:18:22,2013-06-01 09:00:05
47,M,Other,Greater than 45,Low,Male,5,-1.0,1,1,2013-09-21 05:04:13,2013-09-22 02:14:03
55,M,Hispanic,Greater than 45,Low,Male,2,-28.0,3,0,2014-05-12 11:03:07,2014-06-09 01:19:37
19,F,African-American,Less than 25,High,Female,1,-1.0,10,0,2014-10-26 05:16:36,2014-10-28 09:47:30
20,F,African-American,Less than 25,Medium,Male,1,-1.0,7,0,2014-03-12 04:47:02,2014-11-13 06:57:46
71,M,Hispanic,Greater than 45,Low,Male,1,-1.0,1,0,2014-11-09 04:10:09,2014-11-10 01:49:58
75,F,Caucasian,Greater than 45,Low,Male,2,-12.0,1,0,2014-06-04 09:31:43,2014-06-09 09:30:48
25,F,African-American,25 - 45,High,Male,7,258.0,10,1,2013-11-25 12:49:37,2013-12-10 10:30:00
26,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,2013-12-11 03:26:14,2013-12-13 02:54:48
24,M,African-American,Less than 25,Low,Male,0,-1.0,4,0,2013-04-19 06:59:47,2013-04-20 01:45:28
43,F,Other,25 - 45,Low,Male,1,-3.0,1,0,2014-02-21 10:15:16,2014-02-22 08:01:25
27,F,African-American,25 - 45,High,Male,11,-1.0,9,0,2014-01-27 06:29:28,2014-01-30 10:05:05
20,F,Caucasian,Less than 25,High,Female,2,28.0,9,0,2014-12-10 03:54:43,2014-12-10 04:05:00
28,F,Caucasian,25 - 45,Low,Male,4,-1.0,4,0,2013-09-11 10:31:41,2014-03-20 11:22:47
33,F,Other,25 - 45,Low,Female,0,-1.0,2,0,2013-11-18 04:55:48,2013-11-19 01:28:31
54,F,Caucasian,Greater than 45,Low,Male,3,-1.0,3,1,2014-08-11 06:33:16,2014-08-20 05:15:20
57,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2013-10-02 02:21:50,2013-10-03 08:05:30
54,F,Caucasian,Greater than 45,High,Male,11,-127.0,9,1,2014-06-09 08:56:37,2014-06-23 09:28:55
30,F,African-American,25 - 45,Low,Male,2,-1.0,2,0,2013-05-28 07:18:38,2013-06-13 11:44:39
27,M,Other,25 - 45,Low,Male,0,-1.0,1,0,2013-11-14 05:26:11,2013-11-15 08:37:24
23,M,African-American,Less than 25,Low,Female,0,-1.0,3,0,2014-11-02 11:08:34,2014-11-03 01:10:41
39,M,African-American,25 - 45,Medium,Male,1,-1.0,6,0,2013-04-17 03:45:48,2013-09-12 10:31:00
40,F,Caucasian,25 - 45,Low,Male,9,0.0,3,0,2014-06-23 03:03:48,2014-07-18 05:35:00
21,F,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,2014-10-29 08:39:12,2014-10-31 08:39:16
31,F,African-American,25 - 45,High,Female,4,0.0,8,0,2013-04-19 12:52:18,2013-04-20 07:47:51
22,O,African-American,Less than 25,High,Male,0,-1.0,10,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
29,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,2013-02-24 05:30:21,2013-02-25 02:06:05
29,M,Hispanic,25 - 45,Low,Female,0,-2.0,2,1,2013-08-18 03:04:45,2013-08-19 06:39:02
33,M,Hispanic,25 - 45,Low,Male,2,-5.0,3,0,2013-05-16 02:28:47,2013-05-20 12:42:46
22,M,African-American,Less than 25,Low,Male,0,-1.0,4,0,2013-09-18 08:17:23,2013-09-19 09:03:46
28,F,African-American,25 - 45,Low,Male,2,-75.0,3,1,2013-01-18 06:03:59,2013-04-02 06:39:17
35,M,African-American,25 - 45,High,Male,0,-1.0,8,1,2013-02-07 11:05:34,2013-02-09 04:44:20
28,F,African-American,25 - 45,Medium,Male,13,-1.0,7,0,2013-12-31 12:45:58,2014-05-08 06:31:50
29,F,African-American,25 - 45,Low,Male,2,-1.0,1,1,2013-02-17 01:08:12,2013-02-18 12:57:05
30,F,African-American,25 - 45,Medium,Male,14,-1.0,7,1,2013-08-03 05:56:23,2013-08-09 05:28:24
20,M,African-American,Less than 25,Low,Male,1,0.0,4,0,2014-11-07 12:44:23,2015-01-23 04:24:25
44,M,African-American,25 - 45,Low,Female,1,-45.0,2,0,2013-08-09 12:13:11,2013-08-11 08:29:45
27,F,African-American,25 - 45,High,Male,2,-1.0,10,1,2013-03-13 11:29:00,2013-03-14 08:25:46
63,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,2013-02-22 12:28:15,2013-02-23 08:11:17
53,F,African-American,Greater than 45,High,Male,6,-1.0,10,0,2013-04-17 03:45:48,2013-09-12 10:31:00
27,F,African-American,25 - 45,Medium,Male,6,-1.0,5,1,2013-03-26 08:58:54,2013-03-27 01:12:40
28,F,African-American,25 - 45,Low,Female,3,-1.0,4,0,2014-05-14 04:54:14,2014-05-19 01:53:31
37,O,Caucasian,25 - 45,Medium,Male,0,-1.0,6,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
27,F,African-American,25 - 45,High,Male,20,-1.0,10,0,2014-10-07 10:45:17,2014-10-08 06:42:11
59,F,Caucasian,Greater than 45,Low,Female,2,-68.0,3,0,2014-06-14 02:25:30,2014-08-11 01:36:46
34,M,Other,25 - 45,Low,Male,3,-1.0,2,0,2014-02-16 12:26:37,2014-02-17 08:46:28
36,F,Caucasian,25 - 45,High,Male,0,-1.0,8,1,2014-11-22 01:25:52,2014-12-29 07:37:30
31,F,African-American,25 - 45,High,Male,5,50.0,10,1,2013-03-13 09:07:17,2014-02-13 06:54:09
47,F,African-American,Greater than 45,High,Male,15,-1.0,8,0,2014-09-08 07:51:45,2014-12-02 06:05:04
21,F,African-American,Less than 25,High,Male,0,-1.0,8,0,2013-03-19 06:14:41,2013-03-20 08:19:04
23,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,0,2013-12-03 05:09:32,2013-12-04 12:08:32
19,F,Caucasian,Less than 25,Medium,Female,0,0.0,5,0,2014-09-12 04:24:34,2014-09-12 08:18:36
55,F,African-American,Greater than 45,Medium,Male,1,-43.0,5,0,2013-09-12 07:59:53,2013-10-25 10:48:52
40,F,African-American,25 - 45,Low,Male,1,-1.0,3,0,2013-02-27 11:00:44,2013-05-14 07:21:12
28,F,African-American,25 - 45,High,Female,1,-1.0,8,0,2014-12-12 07:59:10,2014-12-28 01:51:17
30,M,African-American,25 - 45,Medium,Male,3,-1.0,5,1,2013-01-06 07:35:14,2013-01-08 05:21:10
41,M,African-American,25 - 45,Medium,Male,1,-1.0,5,0,2013-09-07 07:00:04,2013-09-09 03:23:49
56,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2013-01-21 01:47:08,2013-01-21 11:01:20
23,F,African-American,Less than 25,Low,Male,1,-1.0,3,1,2014-02-25 05:41:36,2014-02-26 10:49:28
61,M,African-American,Greater than 45,Low,Male,14,-1.0,2,1,2013-10-22 07:34:15,2013-10-23 07:47:51
22,F,Hispanic,Less than 25,Medium,Male,0,-1.0,7,1,2014-02-24 04:47:28,2014-03-06 11:35:07
39,F,Caucasian,25 - 45,High,Female,2,-1.0,10,0,2014-12-04 04:58:06,2014-12-05 09:25:04
20,F,African-American,Less than 25,Medium,Male,0,-1.0,6,1,2014-09-09 05:51:39,2014-09-11 03:35:38
49,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,1,2013-08-09 04:00:25,2013-11-08 07:58:37
31,F,African-American,25 - 45,Medium,Male,6,-1.0,6,0,2013-01-05 11:46:29,2013-01-31 09:56:53
47,M,Caucasian,Greater than 45,Low,Male,10,-1.0,4,0,2013-12-22 07:53:03,2015-05-05 06:52:51
50,F,African-American,Greater than 45,Medium,Male,7,-1.0,5,1,2014-09-17 05:27:13,2014-09-19 02:54:40
51,M,African-American,Greater than 45,Low,Male,4,434.0,3,0,2015-08-27 12:33:37,2015-08-28 08:56:27
27,M,African-American,25 - 45,Low,Female,0,-1.0,3,0,2014-06-24 12:37:11,2014-06-26 05:53:50
31,M,African-American,25 - 45,Low,Female,3,-1.0,2,1,2013-01-22 12:06:21,2013-01-23 01:09:38
32,F,African-American,25 - 45,High,Male,4,-1.0,10,0,2013-07-31 10:15:26,2013-08-04 09:42:54
26,F,Caucasian,25 - 45,Medium,Female,7,48.0,6,1,2015-02-05 11:46:35,2015-02-18 09:08:26
44,F,African-American,25 - 45,Low,Male,0,-1.0,1,1,2014-04-14 09:02:39,2014-04-15 01:17:38
56,M,Other,Greater than 45,Low,Male,0,-1.0,1,0,2013-01-20 07:13:34,2013-01-21 08:18:53
62,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,2014-01-23 03:30:01,2014-01-23 08:50:24
42,F,African-American,25 - 45,Low,Male,1,-97.0,3,0,2014-05-17 12:05:55,2014-08-16 12:55:30
43,F,African-American,25 - 45,Low,Male,3,-1.0,1,1,2013-12-22 04:42:10,2013-12-23 07:54:10
27,O,African-American,25 - 45,Medium,Male,0,-1.0,7,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
27,M,African-American,25 - 45,Medium,Male,1,0.0,5,0,2014-03-14 02:53:45,2014-07-04 05:10:09
28,O,African-American,25 - 45,Low,Male,0,-1.0,3,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
31,M,Hispanic,25 - 45,High,Male,8,171.0,9,1,2013-08-28 10:39:38,2013-08-31 04:36:28
24,M,African-American,Less than 25,Low,Female,1,0.0,4,1,2014-12-12 03:32:28,2014-12-12 08:27:05
34,F,Hispanic,25 - 45,Low,Male,5,-14.0,1,0,2014-09-23 03:09:08,2014-10-07 11:43:01
41,F,African-American,25 - 45,High,Male,13,-1.0,10,1,2013-12-10 09:26:48,2013-12-11 01:10:37
23,M,Caucasian,Less than 25,Medium,Male,0,-1.0,5,0,2014-03-10 08:14:12,2014-03-11 01:13:40
25,F,African-American,25 - 45,Low,Male,1,-1.0,4,0,2013-04-17 03:45:48,2013-09-12 10:31:00
53,M,Other,Greater than 45,Low,Male,0,-1.0,1,0,2014-02-02 01:42:38,2014-02-03 01:14:46
67,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2013-04-27 03:49:46,2013-06-08 05:44:21
34,M,African-American,25 - 45,Medium,Male,14,-1.0,7,0,2014-04-12 03:54:53,2014-04-13 09:03:11
38,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,0,2013-05-13 02:11:53,2013-05-14 04:30:04
40,F,Other,25 - 45,Low,Male,1,-1.0,1,0,2013-07-31 08:16:51,2013-08-01 12:58:43
